ID,microchip,speice,sex,size,potenciallyDangrous,neighborhood
0785-CHMSI-SIN IDENTIFICAR,978101081210785,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
797-FHMSI-SIN IDENTIFICAR,978101081210797,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0799-CHMSI-SIN IDENTIFICAR,978101081210799,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0802-CHMSI-SIN IDENTIFICAR,978101081210802,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
10814-FHMSI-SIN IDENTIFICAR,978101081210814,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
0823-CHMSI-SIN IDENTIFICAR,978101081210823,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
1997-CHMSI-SIN IDENTIFICAR,978101081211997,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2863-CMMSI-SIN IDENTIFICAR,978101081212863,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2877-FMMSI-SIN IDENTIFICAR,978101081212877,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2879-CHMSI-SIN IDENTIFICAR,978101081212879,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2885-CMMSI-SIN IDENTIFICAR,978101081212885,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
893-CMMSI-SIN IDENTIFICAR,978101081212893,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
901-CMMSI-SIN IDENTIFICAR,978101081212901,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2905-CHMSI-SIN IDENTIFICAR,978101081212905,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
12911-CMMSI-SIN IDENTIFICAR,978101081212911,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
912-FMMSI-SIN IDENTIFICAR,978101081212912,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2914-CMMSI-SIN IDENTIFICAR,978101081212914,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2920-CMMSI-SIN IDENTIFICAR,978101081212920,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2935-FHMSI-SIN IDENTIFICAR,978101081212935,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2937-FMMSI-SIN IDENTIFICAR,978101081212937,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2944-CMMSI-SIN IDENTIFICAR,978101081212944,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2945-CHMSI-SIN IDENTIFICAR,978101081212945,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2965-FHMSI-SIN IDENTIFICAR,978101081212965,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2976-CMMSI-SIN IDENTIFICAR,978101081212976,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
2994-CHMSI-SIN IDENTIFICAR,978101081212994,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
996-CHMSI-SIN IDENTIFICAR,978101081212996,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
2998-CMMSI-SIN IDENTIFICAR,978101081212998,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3001-CMMSI-SIN IDENTIFICAR,978101081213001,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
008-FMMSI-SIN IDENTIFICAR,978101081213008,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3010-FHMSI-SIN IDENTIFICAR,978101081213010,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
017-FMMSI-SIN IDENTIFICAR,978101081213017,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
023-CHMSI-SIN IDENTIFICAR,978101081213023,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3047-CMMSI-SIN IDENTIFICAR,978101081213047,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
048-FHMSI-SIN IDENTIFICAR,978101081213048,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3053-FHMSI-SIN IDENTIFICAR,978101081213053,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13069-CHMSI-SIN IDENTIFICAR,978101081213069,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3088-CHMSI-SIN IDENTIFICAR,978101081213088,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3094-CHMSI-SIN IDENTIFICAR,978101081213094,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
100-CMMSI-SIN IDENTIFICAR,978101081213100,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
113-FHMSI-SIN IDENTIFICAR,978101081213113,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3114-FMMSI-SIN IDENTIFICAR,978101081213114,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3117-CHMSI-SIN IDENTIFICAR,978101081213117,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3119-CHMSI-SIN IDENTIFICAR,978101081213119,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3120-CHMSI-SIN IDENTIFICAR,978101081213120,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3125-CMMSI-SIN IDENTIFICAR,978101081213125,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3128-CHMSI-SIN IDENTIFICAR,978101081213128,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
131-FMMSI-SIN IDENTIFICAR,978101081213131,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
13136-CMMSI-SIN IDENTIFICAR,978101081213136,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3145-CHMSI-SIN IDENTIFICAR,978101081213145,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3149-CHMSI-SIN IDENTIFICAR,978101081213149,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3150-CMMSI-SIN IDENTIFICAR,978101081213150,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
162-FMMSI-SIN IDENTIFICAR,978101081213162,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3165-CHMSI-SIN IDENTIFICAR,978101081213165,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3167-CHMSI-SIN IDENTIFICAR,978101081213167,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3179-CHMSI-SIN IDENTIFICAR,978101081213179,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3194-CMMSI-SIN IDENTIFICAR,978101081213194,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
13203-CHMSI-SIN IDENTIFICAR,978101081213203,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3210-CMMSI-SIN IDENTIFICAR,978101081213210,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3217-CMMSI-SIN IDENTIFICAR,978101081213217,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3229-CHMSI-SIN IDENTIFICAR,978101081213229,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3234-FMMSI-SIN IDENTIFICAR,978101081213234,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3244-FMMSI-SIN IDENTIFICAR,978101081213244,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
246-FHMSI-SIN IDENTIFICAR,978101081213246,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3247-FMMSI-SIN IDENTIFICAR,978101081213247,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3253-CHMSI-SIN IDENTIFICAR,978101081213253,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3275-CHMSI-SIN IDENTIFICAR,978101081213275,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3329-CHMSI-SIN IDENTIFICAR,978101081213329,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13337-CHMSI-SIN IDENTIFICAR,978101081213337,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3353-CHMSI-SIN IDENTIFICAR,978101081213353,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3358-FHMSI-SIN IDENTIFICAR,978101081213358,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
364-CHMSI-SIN IDENTIFICAR,978101081213364,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
377-FMMSI-SIN IDENTIFICAR,978101081213377,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3381-CHMSI-SIN IDENTIFICAR,978101081213381,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
386-CHMSI-SIN IDENTIFICAR,978101081213386,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3403-CMMSI-SIN IDENTIFICAR,978101081213403,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3412-CMMSI-SIN IDENTIFICAR,978101081213412,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3421-FMMSI-SIN IDENTIFICAR,978101081213421,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
13434-CHMSI-SIN IDENTIFICAR,978101081213434,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
445-FMMSI-SIN IDENTIFICAR,978101081213445,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
13447-CHMSI-SIN IDENTIFICAR,978101081213447,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3448-FMMSI-SIN IDENTIFICAR,978101081213448,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3450-CHMSI-SIN IDENTIFICAR,978101081213450,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3457-CHMSI-SIN IDENTIFICAR,978101081213457,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3465-FMMSI-SIN IDENTIFICAR,978101081213465,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3467-CMMSI-SIN IDENTIFICAR,978101081213467,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3469-FHMSI-SIN IDENTIFICAR,978101081213469,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3473-CMMSI-SIN IDENTIFICAR,978101081213473,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
474-CHMSI-SIN IDENTIFICAR,978101081213474,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3482-CHMSI-SIN IDENTIFICAR,978101081213482,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3498-CHMSI-SIN IDENTIFICAR,978101081213498,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13531-CMMSI-SIN IDENTIFICAR,978101081213531,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3544-CMMSI-SIN IDENTIFICAR,978101081213544,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3566-CHMSI-SIN IDENTIFICAR,978101081213566,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
593-CHMSI-SIN IDENTIFICAR,978101081213593,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3602-CHMSI-SIN IDENTIFICAR,978101081213602,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
618-FMMSI-SIN IDENTIFICAR,978101081213618,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3629-FHMSI-SIN IDENTIFICAR,978101081213629,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3650-CMMSI-SIN IDENTIFICAR,978101081213650,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3651-CHMSI-SIN IDENTIFICAR,978101081213651,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13652-CHMSI-SIN IDENTIFICAR,978101081213652,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3653-CHMSI-SIN IDENTIFICAR,978101081213653,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3663-CMMSI-SIN IDENTIFICAR,978101081213663,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
13667-CHMSI-SIN IDENTIFICAR,978101081213667,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13669-CMMSI-SIN IDENTIFICAR,978101081213669,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
698-FHMSI-SIN IDENTIFICAR,978101081213698,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13701-CHMSI-SIN IDENTIFICAR,978101081213701,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
706-FMMSI-SIN IDENTIFICAR,978101081213706,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3711-CHMSI-SIN IDENTIFICAR,978101081213711,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3714-CMMSI-SIN IDENTIFICAR,978101081213714,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3716-FHMSI-SIN IDENTIFICAR,978101081213716,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
743-FMMSI-SIN IDENTIFICAR,978101081213743,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3780-CHMSI-SIN IDENTIFICAR,978101081213780,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3787-FHMSI-SIN IDENTIFICAR,978101081213787,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3800-CMMSI-SIN IDENTIFICAR,978101081213800,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3801-CMMSI-SIN IDENTIFICAR,978101081213801,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3804-CMMSI-SIN IDENTIFICAR,978101081213804,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
816-FMMSI-SIN IDENTIFICAR,978101081213816,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3818-CMMSI-SIN IDENTIFICAR,978101081213818,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
3819-CHMSI-SIN IDENTIFICAR,978101081213819,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
13827-CHMSI-SIN IDENTIFICAR,978101081213827,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
3834-CMMSI-SIN IDENTIFICAR,978101081213834,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
837-FMMSI-SIN IDENTIFICAR,978101081213837,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
862-CHMSI-SIN IDENTIFICAR,978101081213862,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
867-CHMSI-SIN IDENTIFICAR,978101081213867,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4878-CMMSI-SIN IDENTIFICAR,978101081214878,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4879-CMMSI-SIN IDENTIFICAR,978101081214879,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4881-CMMSI-SIN IDENTIFICAR,978101081214881,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4895-CMMSI-SIN IDENTIFICAR,978101081214895,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4904-FHMSI-SIN IDENTIFICAR,978101081214904,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4910-CHMSI-SIN IDENTIFICAR,978101081214910,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4940-CMMSI-SIN IDENTIFICAR,978101081214940,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4941-CHMSI-SIN IDENTIFICAR,978101081214941,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4959-CHMSI-SIN IDENTIFICAR,978101081214959,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4970-FHMSI-SIN IDENTIFICAR,978101081214970,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4971-CHMSI-SIN IDENTIFICAR,978101081214971,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
972-CHMSI-SIN IDENTIFICAR,978101081214972,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4986-CMMSI-SIN IDENTIFICAR,978101081214986,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4987-CHMSI-SIN IDENTIFICAR,978101081214987,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
4990-FMMSI-SIN IDENTIFICAR,978101081214990,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
4997-CHMSI-SIN IDENTIFICAR,978101081214997,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5001-CHMSI-SIN IDENTIFICAR,978101081215001,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
15015-CHMSI-SIN IDENTIFICAR,978101081215015,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
016-FHMSI-SIN IDENTIFICAR,978101081215016,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5023-CMMSI-SIN IDENTIFICAR,978101081215023,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
041-FMMSI-SIN IDENTIFICAR,978101081215041,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5055-CMMSI-SIN IDENTIFICAR,978101081215055,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5066-CHMSI-SIN IDENTIFICAR,978101081215066,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
15067-CHMSI-SIN IDENTIFICAR,978101081215067,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5072-CHMSI-SIN IDENTIFICAR,978101081215072,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
095-FMMSI-SIN IDENTIFICAR,978101081215095,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5097-CMMSI-SIN IDENTIFICAR,978101081215097,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5102-CHMSI-SIN IDENTIFICAR,978101081215102,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5123-CMMSI-SIN IDENTIFICAR,978101081215123,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5126-CHMSI-SIN IDENTIFICAR,978101081215126,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
15130-CHMSI-SIN IDENTIFICAR,978101081215130,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
141-FHMSI-SIN IDENTIFICAR,978101081215141,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5159-CHMSI-SIN IDENTIFICAR,978101081215159,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5162-CHMSI-SIN IDENTIFICAR,978101081215162,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
163-FHMSI-SIN IDENTIFICAR,978101081215163,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5184-CMMSI-SIN IDENTIFICAR,978101081215184,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
223-CHMSI-SIN IDENTIFICAR,978101081215223,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
229-FMMSI-SIN IDENTIFICAR,978101081215229,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5231-CMMSI-SIN IDENTIFICAR,978101081215231,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5238-FHMSI-SIN IDENTIFICAR,978101081215238,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5243-CHMSI-SIN IDENTIFICAR,978101081215243,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5253-CHMSI-SIN IDENTIFICAR,978101081215253,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5271-CMMSI-SIN IDENTIFICAR,978101081215271,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5274-FHMSI-SIN IDENTIFICAR,978101081215274,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5303-CHMSI-SIN IDENTIFICAR,978101081215303,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5309-CHMSI-SIN IDENTIFICAR,978101081215309,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
312-FMMSI-SIN IDENTIFICAR,978101081215312,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5335-CMMSI-SIN IDENTIFICAR,978101081215335,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5344-FMMSI-SIN IDENTIFICAR,978101081215344,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5347-CMMSI-SIN IDENTIFICAR,978101081215347,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
358-FMMSI-SIN IDENTIFICAR,978101081215358,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
378-FHMSI-SIN IDENTIFICAR,978101081215378,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5403-FMMSI-SIN IDENTIFICAR,978101081215403,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5430-CHMSI-SIN IDENTIFICAR,978101081215430,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5436-CHMSI-SIN IDENTIFICAR,978101081215436,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5443-FMMSI-SIN IDENTIFICAR,978101081215443,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
15445-FHMSI-SIN IDENTIFICAR,978101081215445,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5467-FMMSI-SIN IDENTIFICAR,978101081215467,FELINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
5474-FHMSI-SIN IDENTIFICAR,978101081215474,FELINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5477-CHMSI-SIN IDENTIFICAR,978101081215477,CANINO,HEMBRA,MEDIANO,false,SIN IDENTIFICAR
5478-CMMSI-SIN IDENTIFICAR,978101081215478,CANINO,MACHO,MEDIANO,false,SIN IDENTIFICAR
